"data for Bass_river(dry)" 
1.0  ! stepsize (days) 
ST1: 13149 time steps 
ST2 
ST3 
*  ! list directed format ok here 
Rain (mm),ET(mm),Runoff (mm/day),Date
1.62625,4.064516129,0.242,13/12/1970
0.9375,4.064516129,0.205,14/12/1970
0.0675,4.064516129,0.181,15/12/1970
0,4.064516129,0.163,16/12/1970
0.1,4.064516129,0.145,17/12/1970
0.735,4.064516129,0.127,18/12/1970
0.405,4.064516129,0.124,19/12/1970
0,4.064516129,0.111,20/12/1970
0,4.064516129,0.109,21/12/1970
0,4.064516129,0.099,22/12/1970
0.0875,4.064516129,0.097,23/12/1970
0.0525,4.064516129,0.093,24/12/1970
0,4.064516129,0.093,25/12/1970
0,4.064516129,0.088,26/12/1970
4.7625,4.064516129,0.109,27/12/1970
17.67,4.064516129,0.104,28/12/1970
21.6,4.064516129,0.187,29/12/1970
9.78375,4.064516129,0.233,30/12/1970
8.55,4.064516129,0.208,31/12/1970
4.60375,4.580645161,0.151, 1/01/1971
1.975,4.580645161,0.145, 2/01/1971
5.66375,4.580645161,0.147, 3/01/1971
14.6725,4.580645161,0.166, 4/01/1971
7.68375,4.580645161,0.309, 5/01/1971
0.315,4.580645161,0.28, 6/01/1971
0,4.580645161,0.192, 7/01/1971
0,4.580645161,0.158, 8/01/1971
0,4.580645161,0.135, 9/01/1971
0,4.580645161,0.12,10/01/1971
0,4.580645161,0.109,11/01/1971
0,4.580645161,0.104,12/01/1971
0.4625,4.580645161,0.099,13/01/1971
3.69,4.580645161,0.097,14/01/1971
3.5475,4.580645161,0.133,15/01/1971
1.425,4.580645161,0.127,16/01/1971
0.32125,4.580645161,0.111,17/01/1971
0.12875,4.580645161,0.109,18/01/1971
0.075,4.580645161,0.106,19/01/1971
0,4.580645161,0.104,20/01/1971
0,4.580645161,0.091,21/01/1971
5.1875,4.580645161,0.083,22/01/1971
8.775,4.580645161,0.101,23/01/1971
11.26,4.580645161,0.158,24/01/1971
5.66125,4.580645161,0.218,25/01/1971
10.71,4.580645161,0.166,26/01/1971
11.9175,4.580645161,0.156,27/01/1971
3.59875,4.580645161,0.147,28/01/1971
15.25375,4.580645161,0.124,29/01/1971
12.285,4.580645161,0.384,30/01/1971
3.12625,4.580645161,0.796,31/01/1971
5.85375,3.607142857,0.628, 1/02/1971
3.7025,3.607142857,0.48, 2/02/1971
1.4725,3.607142857,0.391, 3/02/1971
10.40625,3.607142857,0.387, 4/02/1971
17.90625,3.607142857,0.493, 5/02/1971
7.23375,3.607142857,1.569, 6/02/1971
3,3.607142857,1.105, 7/02/1971
1.85,3.607142857,0.724, 8/02/1971
33.905,3.607142857,0.594, 9/02/1971
21.1,3.607142857,4.249,10/02/1971
0.465,3.607142857,3.004,11/02/1971
0,3.607142857,1.634,12/02/1971
0,3.607142857,1.085,13/02/1971
0,3.607142857,0.778,14/02/1971
0,3.607142857,0.62,15/02/1971
0,3.607142857,0.524,16/02/1971
0,3.607142857,0.459,17/02/1971
0,3.607142857,0.405,18/02/1971
0,3.607142857,0.373,19/02/1971
0.41875,3.607142857,0.348,20/02/1971
0.7325,3.607142857,0.33,21/02/1971
4.1075,3.607142857,0.33,22/02/1971
2.29125,3.607142857,0.366,23/02/1971
0,3.607142857,0.319,24/02/1971
0,3.607142857,0.291,25/02/1971
1.68125,3.607142857,0.267,26/02/1971
1.00875,3.607142857,0.255,27/02/1971
0,3.607142857,0.242,28/02/1971
1.6375,2.903225806,0.233, 1/03/1971
1.095,2.903225806,0.242, 2/03/1971
0.0675,2.903225806,0.228, 3/03/1971
0,2.903225806,0.213, 4/03/1971
0,2.903225806,0.194, 5/03/1971
0,2.903225806,0.181, 6/03/1971
0.0125,2.903225806,0.174, 7/03/1971
0.0075,2.903225806,0.166, 8/03/1971
2.9,2.903225806,0.163, 9/03/1971
2.4775,2.903225806,0.166,10/03/1971
5.9925,2.903225806,0.179,11/03/1971
3.3425,2.903225806,0.233,12/03/1971
0.495,2.903225806,0.194,13/03/1971
1.8425,2.903225806,0.174,14/03/1971
8.42375,2.903225806,0.166,15/03/1971
4.49625,2.903225806,0.19,16/03/1971
0.05625,2.903225806,0.166,17/03/1971
0.65875,2.903225806,0.151,18/03/1971
2.375,2.903225806,0.147,19/03/1971
1.2,2.903225806,0.151,20/03/1971
0.075,2.903225806,0.138,21/03/1971
0.12625,2.903225806,0.133,22/03/1971
0.055,2.903225806,0.124,23/03/1971
0.02875,2.903225806,0.124,24/03/1971
0.24625,2.903225806,0.12,25/03/1971
3.27625,2.903225806,0.12,26/03/1971
1.8825,2.903225806,0.135,27/03/1971
0,2.903225806,0.127,28/03/1971
0,2.903225806,0.111,29/03/1971
0.0625,2.903225806,0.104,30/03/1971
0.0375,2.903225806,0.101,31/03/1971
0,2,0.104, 1/04/1971
0,2,0.101, 2/04/1971
0,2,0.093, 3/04/1971
0,2,0.088, 4/04/1971
0,2,0.086, 5/04/1971
0,2,0.086, 6/04/1971
0,2,0.083, 7/04/1971
0.1625,2,0.081, 8/04/1971
0.0975,2,0.077, 9/04/1971
0,2,0.077,10/04/1971
0.55,2,0.077,11/04/1971
0.33,2,0.077,12/04/1971
0,2,0.083,13/04/1971
0,2,0.077,14/04/1971
0,2,0.077,15/04/1971
0,2,0.077,16/04/1971
0.26875,2,0.077,17/04/1971
0.62375,2,0.07,18/04/1971
8.85875,2,0.07,19/04/1971
5.155,2,0.088,20/04/1971
3.06625,2,0.109,21/04/1971
1.8375,2,0.091,22/04/1971
0,2,0.097,23/04/1971
0,2,0.083,24/04/1971
1.4,2,0.077,25/04/1971
6.77125,2,0.075,26/04/1971
8.59,2,0.086,27/04/1971
3.23125,2,0.093,28/04/1971
4.95875,2,0.106,29/04/1971
2.89875,2,0.124,30/04/1971
0.06875,1.258064516,0.117, 1/05/1971
0.69125,1.258064516,0.091, 2/05/1971
12.4275,1.258064516,0.086, 3/05/1971
11.7475,1.258064516,0.117, 4/05/1971
2.715,1.258064516,0.208, 5/05/1971
0,1.258064516,0.145, 6/05/1971
0,1.258064516,0.109, 7/05/1971
0,1.258064516,0.099, 8/05/1971
0,1.258064516,0.091, 9/05/1971
0.50625,1.258064516,0.088,10/05/1971
1.56625,1.258064516,0.086,11/05/1971
2.01375,1.258064516,0.091,12/05/1971
1.14125,1.258064516,0.101,13/05/1971
0.2325,1.258064516,0.109,14/05/1971
0,1.258064516,0.101,15/05/1971
0,1.258064516,0.091,16/05/1971
0,1.258064516,0.086,17/05/1971
0,1.258064516,0.086,18/05/1971
0,1.258064516,0.083,19/05/1971
1.7,1.258064516,0.081,20/05/1971
1.02,1.258064516,0.083,21/05/1971
0.09375,1.258064516,0.083,22/05/1971
0.23125,1.258064516,0.086,23/05/1971
0.105,1.258064516,0.093,24/05/1971
0,1.258064516,0.088,25/05/1971
0,1.258064516,0.077,26/05/1971
8.1125,1.258064516,0.077,27/05/1971
5.16125,1.258064516,0.091,28/05/1971
1.8575,1.258064516,0.127,29/05/1971
5.815,1.258064516,0.104,30/05/1971
8.52125,1.258064516,0.111,31/05/1971
3.4825,1.066666667,0.161, 1/06/1971
0.0725,1.066666667,0.138, 2/06/1971
2.52,1.066666667,0.122, 3/06/1971
1.67,1.066666667,0.122, 4/06/1971
0.0975,1.066666667,0.124, 5/06/1971
0,1.066666667,0.111, 6/06/1971
0,1.066666667,0.101, 7/06/1971
0.00625,1.066666667,0.099, 8/06/1971
0.00375,1.066666667,0.093, 9/06/1971
0,1.066666667,0.097,10/06/1971
0.00625,1.066666667,0.093,11/06/1971
0.00375,1.066666667,0.091,12/06/1971
0.8875,1.066666667,0.088,13/06/1971
2.345,1.066666667,0.086,14/06/1971
1.0875,1.066666667,0.088,15/06/1971
0,1.066666667,0.088,16/06/1971
0,1.066666667,0.086,17/06/1971
0.0125,1.066666667,0.083,18/06/1971
0.50125,1.066666667,0.083,19/06/1971
0.3275,1.066666667,0.081,20/06/1971
3.175,1.066666667,0.077,21/06/1971
1.89375,1.066666667,0.081,22/06/1971
0.75625,1.066666667,0.104,23/06/1971
0.60375,1.066666667,0.093,24/06/1971
0.2775,1.066666667,0.088,25/06/1971
0.2625,1.066666667,0.086,26/06/1971
0.10875,1.066666667,0.086,27/06/1971
0.39875,1.066666667,0.099,28/06/1971
1.12,1.066666667,0.093,29/06/1971
0.8075,1.066666667,0.091,30/06/1971
0.165,1.096774194,0.093, 1/07/1971
0,1.096774194,0.088, 2/07/1971
0,1.096774194,0.086, 3/07/1971
0,1.096774194,0.081, 4/07/1971
0,1.096774194,0.081, 5/07/1971
0,1.096774194,0.081, 6/07/1971
0.15625,1.096774194,0.083, 7/07/1971
0.09375,1.096774194,0.083, 8/07/1971
0.6875,1.096774194,0.083, 9/07/1971
0.41875,1.096774194,0.083,10/07/1971
0.00375,1.096774194,0.086,11/07/1971
0,1.096774194,0.081,12/07/1971
0.1625,1.096774194,0.077,13/07/1971
0.7225,1.096774194,0.081,14/07/1971
3.40625,1.096774194,0.081,15/07/1971
4.69375,1.096774194,0.083,16/07/1971
3.55,1.096774194,0.093,17/07/1971
1.52625,1.096774194,0.12,18/07/1971
0.25875,1.096774194,0.122,19/07/1971
0,1.096774194,0.101,20/07/1971
0,1.096774194,0.097,21/07/1971
0,1.096774194,0.091,22/07/1971
0.9875,1.096774194,0.088,23/07/1971
2.09875,1.096774194,0.088,24/07/1971
0.90375,1.096774194,0.088,25/07/1971
0.03125,1.096774194,0.093,26/07/1971
1.45,1.096774194,0.091,27/07/1971
0.99625,1.096774194,0.088,28/07/1971
0.095,1.096774194,0.088,29/07/1971
0.095,1.096774194,0.088,30/07/1971
0.22125,1.096774194,0.086,31/07/1971
0.10125,1.516129032,0.086, 1/08/1971
0,1.516129032,0.086, 2/08/1971
0,1.516129032,0.083, 3/08/1971
0,1.516129032,0.081, 4/08/1971
0.16875,1.516129032,0.077, 5/08/1971
0.10125,1.516129032,0.077, 6/08/1971
0.5375,1.516129032,0.077, 7/08/1971
0.3225,1.516129032,0.077, 8/08/1971
0.10625,1.516129032,0.077, 9/08/1971
0.5575,1.516129032,0.077,10/08/1971
0.29625,1.516129032,0.077,11/08/1971
0.09375,1.516129032,0.077,12/08/1971
0.05625,1.516129032,0.075,13/08/1971
1.8625,1.516129032,0.075,14/08/1971
3.3175,1.516129032,0.075,15/08/1971
1.35125,1.516129032,0.077,16/08/1971
0.525,1.516129032,0.077,17/08/1971
0.30375,1.516129032,0.077,18/08/1971
0,1.516129032,0.077,19/08/1971
0,1.516129032,0.077,20/08/1971
4.00625,1.516129032,0.075,21/08/1971
3.6475,1.516129032,0.077,22/08/1971
1.9025,1.516129032,0.083,23/08/1971
4.525,1.516129032,0.086,24/08/1971
4.98625,1.516129032,0.088,25/08/1971
2.475,1.516129032,0.099,26/08/1971
1.79875,1.516129032,0.091,27/08/1971
2.9375,1.516129032,0.091,28/08/1971
2.92,1.516129032,0.093,29/08/1971
0.99,1.516129032,0.106,30/08/1971
1.64875,1.516129032,0.122,31/08/1971
0.9825,2.133333333,0.111, 1/09/1971
0,2.133333333,0.12, 2/09/1971
0,2.133333333,0.12, 3/09/1971
0,2.133333333,0.109, 4/09/1971
0,2.133333333,0.101, 5/09/1971
0.55625,2.133333333,0.097, 6/09/1971
0.33375,2.133333333,0.097, 7/09/1971
0,2.133333333,0.099, 8/09/1971
6.21875,2.133333333,0.097, 9/09/1971
6.74375,2.133333333,0.101,10/09/1971
1.92625,2.133333333,0.145,11/09/1971
0.07125,2.133333333,0.124,12/09/1971
0,2.133333333,0.12,13/09/1971
0.125,2.133333333,0.106,14/09/1971
6.9,2.133333333,0.104,15/09/1971
5.26375,2.133333333,0.124,16/09/1971
0.70125,2.133333333,0.19,17/09/1971
0,2.133333333,0.151,18/09/1971
3.65,2.133333333,0.138,19/09/1971
2.67125,2.133333333,0.133,20/09/1971
0.395,2.133333333,0.147,21/09/1971
0.145,2.133333333,0.135,22/09/1971
7.3175,2.133333333,0.124,23/09/1971
4.3675,2.133333333,0.124,24/09/1971
1.5975,2.133333333,0.213,25/09/1971
8,2.133333333,0.166,26/09/1971
5.33875,2.133333333,0.179,27/09/1971
1.51125,2.133333333,0.267,28/09/1971
6.94375,2.133333333,0.246,29/09/1971
5.2375,2.133333333,0.236,30/09/1971
3.15,3.419354839,0.267, 1/10/1971
6.1075,3.419354839,0.257, 2/10/1971
13.5025,3.419354839,0.316, 3/10/1971
10.69875,3.419354839,0.384, 4/10/1971
2.57625,3.419354839,0.638, 5/10/1971
0.40625,3.419354839,0.488, 6/10/1971
0.73125,3.419354839,0.405, 7/10/1971
0.2925,3.419354839,0.348, 8/10/1971
0,3.419354839,0.28, 9/10/1971
0,3.419354839,0.233,10/10/1971
0,3.419354839,0.199,11/10/1971
0,3.419354839,0.179,12/10/1971
0.20625,3.419354839,0.151,13/10/1971
6.305,3.419354839,0.138,14/10/1971
6.08375,3.419354839,0.147,15/10/1971
1.54375,3.419354839,0.147,16/10/1971
0.07125,3.419354839,0.135,17/10/1971
0.78125,3.419354839,0.117,18/10/1971
0.65,3.419354839,0.106,19/10/1971
2.89,3.419354839,0.109,20/10/1971
1.83125,3.419354839,0.109,21/10/1971
3.86,3.419354839,0.122,22/10/1971
2.31375,3.419354839,0.109,23/10/1971
0.03375,3.419354839,0.12,24/10/1971
0.0375,3.419354839,0.101,25/10/1971
5.91625,3.419354839,0.088,26/10/1971
3.88625,3.419354839,0.099,27/10/1971
0.3975,3.419354839,0.106,28/10/1971
0.1125,3.419354839,0.091,29/10/1971
0,3.419354839,0.086,30/10/1971
0,3.419354839,0.077,31/10/1971
0,4.266666667,0.073, 1/11/1971
0,4.266666667,0.068, 2/11/1971
0,4.266666667,0.065, 3/11/1971
0.0375,4.266666667,0.063, 4/11/1971
1.5975,4.266666667,0.063, 5/11/1971
23.10125,4.266666667,0.073, 6/11/1971
58.16875,4.266666667,0.312, 7/11/1971
33.525,4.266666667,4.071, 8/11/1971
9.435,4.266666667,3.397, 9/11/1971
4.9225,4.266666667,2.794,10/11/1971
0.9825,4.266666667,2.418,11/11/1971
8.18125,4.266666667,1.385,12/11/1971
12.10875,4.266666667,1.341,13/11/1971
5.77,4.266666667,2.203,14/11/1971
1.97625,4.266666667,1.923,15/11/1971
0.66375,4.266666667,1.329,16/11/1971
2.75625,4.266666667,0.994,17/11/1971
1.67875,4.266666667,0.846,18/11/1971
0.3275,4.266666667,0.714,19/11/1971
0.1875,4.266666667,0.579,20/11/1971
1.4,4.266666667,0.504,21/11/1971
0.84,4.266666667,0.467,22/11/1971
0,4.266666667,0.405,23/11/1971
0.0125,4.266666667,0.373,24/11/1971
0.15125,4.266666667,0.348,25/11/1971
0.08625,4.266666667,0.324,26/11/1971
0.125,4.266666667,0.296,27/11/1971
22.85,4.266666667,0.291,28/11/1971
17.58375,4.266666667,0.586,29/11/1971
2.35125,4.266666667,0.586,30/11/1971
2.3375,4.064516129,0.532, 1/12/1971
3.19,4.064516129,0.506, 2/12/1971
1.0725,4.064516129,0.425, 3/12/1971
0,4.064516129,0.337, 4/12/1971
0,4.064516129,0.28, 5/12/1971
0,4.064516129,0.246, 6/12/1971
0,4.064516129,0.228, 7/12/1971
0.35,4.064516129,0.205, 8/12/1971
0.21,4.064516129,0.181, 9/12/1971
0.2625,4.064516129,0.171,10/12/1971
0.1575,4.064516129,0.192,11/12/1971
0,4.064516129,0.158,12/12/1971
4.725,4.064516129,0.133,13/12/1971
5.61625,4.064516129,0.133,14/12/1971
1.66875,4.064516129,0.179,15/12/1971
0,4.064516129,0.166,16/12/1971
0,4.064516129,0.135,17/12/1971
0,4.064516129,0.111,18/12/1971
1.43125,4.064516129,0.099,19/12/1971
1.865,4.064516129,0.109,20/12/1971
0.70375,4.064516129,0.133,21/12/1971
0.06,4.064516129,0.135,22/12/1971
1.05625,4.064516129,0.101,23/12/1971
0.865,4.064516129,0.101,24/12/1971
3.16375,4.064516129,0.124,25/12/1971
34.015,4.064516129,0.321,26/12/1971
19.4575,4.064516129,0.405,27/12/1971
0.0825,4.064516129,0.228,28/12/1971
0,4.064516129,0.158,29/12/1971
8.0875,4.064516129,0.135,30/12/1971
5.54625,4.064516129,0.273,31/12/1971
0.41625,4.580645161,0.28, 1/01/1972
0,4.580645161,0.192, 2/01/1972
4.325,4.580645161,0.156, 3/01/1972
12.345,4.580645161,0.14, 4/01/1972
9.20625,4.580645161,0.236, 5/01/1972
2.01375,4.580645161,0.397, 6/01/1972
0,4.580645161,0.251, 7/01/1972
0,4.580645161,0.187, 8/01/1972
0.225,4.580645161,0.166, 9/01/1972
2.6975,4.580645161,0.151,10/01/1972
6.61875,4.580645161,0.158,11/01/1972
6.88625,4.580645161,0.194,12/01/1972
2.3025,4.580645161,0.257,13/01/1972
0.10625,4.580645161,0.213,14/01/1972
0.06375,4.580645161,0.166,15/01/1972
0,4.580645161,0.151,16/01/1972
9.08125,4.580645161,0.194,17/01/1972
23.0175,4.580645161,1.433,18/01/1972
10.6725,4.580645161,2.088,19/01/1972
0.07875,4.580645161,1.098,20/01/1972
0.08125,4.580645161,0.724,21/01/1972
0.78625,4.580645161,0.556,22/01/1972
0.4425,4.580645161,0.452,23/01/1972
0,4.580645161,0.373,24/01/1972
0,4.580645161,0.306,25/01/1972
0.24375,4.580645161,0.262,26/01/1972
0.14625,4.580645161,0.228,27/01/1972
0,4.580645161,0.205,28/01/1972
0,4.580645161,0.181,29/01/1972
0.54375,4.580645161,0.179,30/01/1972
0.61375,4.580645161,0.171,31/01/1972
4.9475,3.482758621,0.181, 1/02/1972
3.08375,3.482758621,0.242, 2/02/1972
0.13125,3.482758621,0.181, 3/02/1972
6.39375,3.482758621,0.163, 4/02/1972
5.43625,3.482758621,0.156, 5/02/1972
0.96,3.482758621,0.483, 6/02/1972
0,3.482758621,0.529, 7/02/1972
0,3.482758621,0.306, 8/02/1972
0,3.482758621,0.223, 9/02/1972
2.075,3.482758621,0.181,10/02/1972
1.63875,3.482758621,0.158,11/02/1972
2.44875,3.482758621,0.205,12/02/1972
3.29625,3.482758621,0.192,13/02/1972
2.9625,3.482758621,0.192,14/02/1972
1.65,3.482758621,0.187,15/02/1972
11.28625,3.482758621,0.158,16/02/1972
9.84375,3.482758621,0.199,17/02/1972
2.48125,3.482758621,0.285,18/02/1972
0.3075,3.482758621,0.233,19/02/1972
6.16875,3.482758621,0.187,20/02/1972
10.61375,3.482758621,0.181,21/02/1972
7.1975,3.482758621,0.28,22/02/1972
1.83,3.482758621,0.373,23/02/1972
0,3.482758621,0.262,24/02/1972
0,3.482758621,0.218,25/02/1972
0,3.482758621,0.187,26/02/1972
0,3.482758621,0.171,27/02/1972
0,3.482758621,0.163,28/02/1972
0,3.482758621,0.166,29/02/1972
5.4,2.903225806,0.166, 1/03/1972
8.54,2.903225806,0.194, 2/03/1972
5.51125,2.903225806,0.296, 3/03/1972
1.53625,2.903225806,0.262, 4/03/1972
1.0325,2.903225806,0.187, 5/03/1972
0.67,2.903225806,0.166, 6/03/1972
0.06,2.903225806,0.158, 7/03/1972
0,2.903225806,0.145, 8/03/1972
0,2.903225806,0.138, 9/03/1972
0,2.903225806,0.133,10/03/1972
0,2.903225806,0.111,11/03/1972
0,2.903225806,0.122,12/03/1972
0,2.903225806,0.117,13/03/1972
0,2.903225806,0.106,14/03/1972
0,2.903225806,0.101,15/03/1972
0,2.903225806,0.093,16/03/1972
0,2.903225806,0.086,17/03/1972
0,2.903225806,0.083,18/03/1972
0,2.903225806,0.083,19/03/1972
0,2.903225806,0.077,20/03/1972
1.06875,2.903225806,0.077,21/03/1972
0.64125,2.903225806,0.075,22/03/1972
0.31875,2.903225806,0.073,23/03/1972
0.19125,2.903225806,0.075,24/03/1972
0,2.903225806,0.077,25/03/1972
0,2.903225806,0.073,26/03/1972
0,2.903225806,0.07,27/03/1972
0,2.903225806,0.068,28/03/1972
0,2.903225806,0.065,29/03/1972
0,2.903225806,0.063,30/03/1972
0,2.903225806,0.063,31/03/1972
0,2,0.059, 1/04/1972
0.00625,2,0.057, 2/04/1972
1.46,2,0.059, 3/04/1972
1.2175,2,0.065, 4/04/1972
0.20625,2,0.073, 5/04/1972
0,2,0.075, 6/04/1972
0,2,0.068, 7/04/1972
0,2,0.063, 8/04/1972
5.725,2,0.059, 9/04/1972
3.435,2,0.063,10/04/1972
0,2,0.075,11/04/1972
0,2,0.063,12/04/1972
0.28125,2,0.059,13/04/1972
0.1875,2,0.059,14/04/1972
0.01125,2,0.059,15/04/1972
0,2,0.063,16/04/1972
0,2,0.057,17/04/1972
0,2,0.057,18/04/1972
0,2,0.057,19/04/1972
0,2,0.057,20/04/1972
2.41875,2,0.054,21/04/1972
2.62,2,0.054,22/04/1972
4.85125,2,0.059,23/04/1972
4.79,2,0.07,24/04/1972
1.38,2,0.075,25/04/1972
0,2,0.077,26/04/1972
0,2,0.07,27/04/1972
0,2,0.068,28/04/1972
0,2,0.063,29/04/1972
0,2,0.063,30/04/1972
0,1.258064516,0.063, 1/05/1972
0,1.258064516,0.059, 2/05/1972
0,1.258064516,0.057, 3/05/1972
0,1.258064516,0.051, 4/05/1972
0,1.258064516,0.052, 5/05/1972
0,1.258064516,0.051, 6/05/1972
0,1.258064516,0.052, 7/05/1972
0,1.258064516,0.05, 8/05/1972
0.03125,1.258064516,0.051, 9/05/1972
3.99375,1.258064516,0.057,10/05/1972
3.785,1.258064516,0.059,11/05/1972
1.35875,1.258064516,0.081,12/05/1972
1.605,1.258064516,0.077,13/05/1972
0.77625,1.258064516,0.07,14/05/1972
2.55,1.258064516,0.068,15/05/1972
3.16125,1.258064516,0.065,16/05/1972
1.10375,1.258064516,0.068,17/05/1972
7.05625,1.258064516,0.075,18/05/1972
8.05125,1.258064516,0.077,19/05/1972
2.5175,1.258064516,0.099,20/05/1972
0.13875,1.258064516,0.106,21/05/1972
0.01125,1.258064516,0.088,22/05/1972
0,1.258064516,0.075,23/05/1972
0,1.258064516,0.068,24/05/1972
0,1.258064516,0.065,25/05/1972
0.00625,1.258064516,0.063,26/05/1972
0.00375,1.258064516,0.063,27/05/1972
0,1.258064516,0.063,28/05/1972
0,1.258064516,0.063,29/05/1972
0,1.258064516,0.063,30/05/1972
0,1.258064516,0.059,31/05/1972
0,1.066666667,0.059, 1/06/1972
0.04375,1.066666667,0.057, 2/06/1972
0.695,1.066666667,0.057, 3/06/1972
1.345,1.066666667,0.057, 4/06/1972
0.56625,1.066666667,0.063, 5/06/1972
0,1.066666667,0.063, 6/06/1972
0,1.066666667,0.059, 7/06/1972
0,1.066666667,0.057, 8/06/1972
0,1.066666667,0.057, 9/06/1972
0.2625,1.066666667,0.054,10/06/1972
0.1575,1.066666667,0.054,11/06/1972
0,1.066666667,0.054,12/06/1972
0,1.066666667,0.054,13/06/1972
0,1.066666667,0.054,14/06/1972
0,1.066666667,0.051,15/06/1972
0,1.066666667,0.052,16/06/1972
0,1.066666667,0.052,17/06/1972
0.025,1.066666667,0.054,18/06/1972
0.015,1.066666667,0.054,19/06/1972
0.5625,1.066666667,0.054,20/06/1972
0.51875,1.066666667,0.054,21/06/1972
0.29625,1.066666667,0.054,22/06/1972
0.16875,1.066666667,0.057,23/06/1972
0.03375,1.066666667,0.063,24/06/1972
0,1.066666667,0.059,25/06/1972
0.65,1.066666667,0.057,26/06/1972
4.465,1.066666667,0.057,27/06/1972
10.7075,1.066666667,0.057,28/06/1972
8.46375,1.066666667,0.065,29/06/1972
2.36625,1.066666667,0.083,30/06/1972
0.1575,1.096774194,0.086, 1/07/1972
0.3375,1.096774194,0.081, 2/07/1972
0.3275,1.096774194,0.068, 3/07/1972
0.2,1.096774194,0.068, 4/07/1972
0.2375,1.096774194,0.063, 5/07/1972
0.6725,1.096774194,0.063, 6/07/1972
9.55125,1.096774194,0.059, 7/07/1972
5.52375,1.096774194,0.065, 8/07/1972
0.18125,1.096774194,0.063, 9/07/1972
0.115,1.096774194,0.059,10/07/1972
0.31,1.096774194,0.063,11/07/1972
0.19625,1.096774194,0.063,12/07/1972
0.53875,1.096774194,0.063,13/07/1972
10.1,1.096774194,0.068,14/07/1972
6.76875,1.096774194,0.083,15/07/1972
0.54625,1.096774194,0.122,16/07/1972
0.01,1.096774194,0.101,17/07/1972
0.00375,1.096774194,0.088,18/07/1972
2.7125,1.096774194,0.077,19/07/1972
1.67125,1.096774194,0.073,20/07/1972
0.02625,1.096774194,0.073,21/07/1972
0,1.096774194,0.075,22/07/1972
0,1.096774194,0.065,23/07/1972
0.00625,1.096774194,0.063,24/07/1972
0.00375,1.096774194,0.057,25/07/1972
0.7,1.096774194,0.057,26/07/1972
0.42,1.096774194,0.057,27/07/1972
0,1.096774194,0.057,28/07/1972
0,1.096774194,0.057,29/07/1972
0,1.096774194,0.057,30/07/1972
0,1.096774194,0.054,31/07/1972
0,1.516129032,0.052, 1/08/1972
0.3125,1.516129032,0.052, 2/08/1972
0.1875,1.516129032,0.052, 3/08/1972
0.0875,1.516129032,0.052, 4/08/1972
8.43375,1.516129032,0.051, 5/08/1972
5.61625,1.516129032,0.057, 6/08/1972
0.44625,1.516129032,0.075, 7/08/1972
2.075,1.516129032,0.077, 8/08/1972
1.4925,1.516129032,0.068, 9/08/1972
2.6625,1.516129032,0.065,10/08/1972
5.465,1.516129032,0.068,11/08/1972
2.38125,1.516129032,0.068,12/08/1972
0,1.516129032,0.073,13/08/1972
0,1.516129032,0.073,14/08/1972
0,1.516129032,0.068,15/08/1972
1.51875,1.516129032,0.063,16/08/1972
2.77375,1.516129032,0.063,17/08/1972
1.63,1.516129032,0.068,18/08/1972
0.41375,1.516129032,0.073,19/08/1972
3.4825,1.516129032,0.07,20/08/1972
2.05125,1.516129032,0.07,21/08/1972
0.00625,1.516129032,0.073,22/08/1972
0.00375,1.516129032,0.068,23/08/1972
0,1.516129032,0.063,24/08/1972
0,1.516129032,0.063,25/08/1972
0,1.516129032,0.057,26/08/1972
0,1.516129032,0.057,27/08/1972
3.01875,1.516129032,0.057,28/08/1972
12.77375,1.516129032,0.059,29/08/1972
6.5775,1.516129032,0.124,30/08/1972
0,1.516129032,0.161,31/08/1972
0,2.133333333,0.099, 1/09/1972
0,2.133333333,0.081, 2/09/1972
0,2.133333333,0.07, 3/09/1972
0,2.133333333,0.063, 4/09/1972
0.00625,2.133333333,0.057, 5/09/1972
6.05375,2.133333333,0.054, 6/09/1972
5.89875,2.133333333,0.054, 7/09/1972
1.36125,2.133333333,0.106, 8/09/1972
0,2.133333333,0.091, 9/09/1972
0,2.133333333,0.07,10/09/1972
0,2.133333333,0.063,11/09/1972
3.775,2.133333333,0.057,12/09/1972
2.265,2.133333333,0.059,13/09/1972
0,2.133333333,0.07,14/09/1972
0,2.133333333,0.065,15/09/1972
0.7,2.133333333,0.057,16/09/1972
7.11375,2.133333333,0.05,17/09/1972
4.01625,2.133333333,0.049,18/09/1972
0,2.133333333,0.049,19/09/1972
0,2.133333333,0.048,20/09/1972
0,2.133333333,0.045,21/09/1972
0,2.133333333,0.04,22/09/1972
0,2.133333333,0.037,23/09/1972
0,2.133333333,0.035,24/09/1972
0,2.133333333,0.035,25/09/1972
0,2.133333333,0.035,26/09/1972
0,2.133333333,0.033,27/09/1972
0,2.133333333,0.032,28/09/1972
0,2.133333333,0.034,29/09/1972
0,2.133333333,0.034,30/09/1972
0,3.419354839,0.034, 1/10/1972
0,3.419354839,0.033, 2/10/1972
0.35,3.419354839,0.031, 3/10/1972
0.3475,3.419354839,0.03, 4/10/1972
1.2825,3.419354839,0.029, 5/10/1972
4.17625,3.419354839,0.029, 6/10/1972
2.07375,3.419354839,0.036, 7/10/1972
0,3.419354839,0.048, 8/10/1972
0.125,3.419354839,0.035, 9/10/1972
0.56875,3.419354839,0.03,10/10/1972
0.60875,3.419354839,0.028,11/10/1972
