"data for Bass_river(wet)" 
1.0  ! stepsize (days) 
ST1: 8035 time steps 
ST2 
ST3 
*  ! list directed format ok here 
Rain (mm),ET(mm),Runoff (mm/day),Date
0,3.233333333,1.006,11/09/1983
0,3.233333333,0.937,12/09/1983
0,3.233333333,0.88,13/09/1983
5.6,3.233333333,0.837,14/09/1983
35.5475,3.233333333,0.977,15/09/1983
35.91875,3.233333333,9.131,16/09/1983
11.995,3.233333333,8.704,17/09/1983
1.21875,3.233333333,4.192,18/09/1983
0,3.233333333,2.966,19/09/1983
0,3.233333333,2.344,20/09/1983
0,3.233333333,1.996,21/09/1983
0,3.233333333,1.76,22/09/1983
0,3.233333333,1.609,23/09/1983
0,3.233333333,1.483,24/09/1983
2.9875,3.233333333,1.369,25/09/1983
1.7925,3.233333333,1.331,26/09/1983
0,3.233333333,1.279,27/09/1983
0,3.233333333,1.194,28/09/1983
0,3.233333333,1.111,29/09/1983
2.6125,3.233333333,1.062,30/09/1983
1.5675,4.516129032,1.029, 1/10/1983
0,4.516129032,1, 2/10/1983
0,4.516129032,0.948, 3/10/1983
0,4.516129032,0.907, 4/10/1983
34.2375,4.516129032,0.927, 5/10/1983
21.9675,4.516129032,2.983, 6/10/1983
0.855,4.516129032,1.633, 7/10/1983
0,4.516129032,1.161, 8/10/1983
1.3375,4.516129032,1.004, 9/10/1983
6.37125,4.516129032,0.978,10/10/1983
4.81,4.516129032,1.03,11/10/1983
2.8875,4.516129032,1.019,12/10/1983
2.79125,4.516129032,1.011,13/10/1983
1.94625,4.516129032,0.922,14/10/1983
5.8775,4.516129032,0.857,15/10/1983
3.16875,4.516129032,0.885,16/10/1983
0,4.516129032,0.842,17/10/1983
1.90625,4.516129032,0.755,18/10/1983
2.0625,4.516129032,0.718,19/10/1983
0.55125,4.516129032,0.714,20/10/1983
0.78125,4.516129032,0.651,21/10/1983
0.58125,4.516129032,0.628,22/10/1983
2.58,4.516129032,0.627,23/10/1983
7.1575,4.516129032,0.634,24/10/1983
4.2775,4.516129032,0.776,25/10/1983
0.5325,4.516129032,0.695,26/10/1983
0,4.516129032,0.625,27/10/1983
0,4.516129032,0.577,28/10/1983
0,4.516129032,0.542,29/10/1983
0,4.516129032,0.508,30/10/1983
0,4.516129032,0.478,31/10/1983
0,5.2,0.456, 1/11/1983
0,5.2,0.432, 2/11/1983
0,5.2,0.442, 3/11/1983
0,5.2,0.441, 4/11/1983
2.0375,5.2,0.425, 5/11/1983
2.52875,5.2,0.421, 6/11/1983
0.78375,5.2,0.407, 7/11/1983
0,5.2,0.389, 8/11/1983
0,5.2,0.367, 9/11/1983
0,5.2,0.356,10/11/1983
7.45,5.2,0.338,11/11/1983
4.48875,5.2,0.42,12/11/1983
0.01125,5.2,0.557,13/11/1983
0.025,5.2,0.386,14/11/1983
14.22125,5.2,0.346,15/11/1983
8.52375,5.2,0.477,16/11/1983
2.3125,5.2,0.603,17/11/1983
6.2625,5.2,0.426,18/11/1983
4,5.2,0.405,19/11/1983
32.80125,5.2,0.463,20/11/1983
30.375,5.2,7.854,21/11/1983
20.855,5.2,4.723,22/11/1983
8.53,5.2,2.311,23/11/1983
12.69125,5.2,1.705,24/11/1983
9.90625,5.2,1.764,25/11/1983
5.13875,5.2,1.459,26/11/1983
6.3825,5.2,1.282,27/11/1983
29.04375,5.2,2.693,28/11/1983
119.535,5.2,57.674,29/11/1983
81.6,5.2,60.129,30/11/1983
19.7975,5.838709677,25.034, 1/12/1983
9.92875,5.838709677,13.853, 2/12/1983
21.11125,5.838709677,10.75, 3/12/1983
22.4675,5.838709677,14.74, 4/12/1983
9.465,5.838709677,13.116, 5/12/1983
1.49625,5.838709677,9.321, 6/12/1983
0,5.838709677,6.881, 7/12/1983
0.58125,5.838709677,5.352, 8/12/1983
1.5925,5.838709677,4.571, 9/12/1983
14.765,5.838709677,4.03,10/12/1983
10.48625,5.838709677,4.547,11/12/1983
2.22625,5.838709677,3.984,12/12/1983
0.58875,5.838709677,3.297,13/12/1983
0.78125,5.838709677,2.878,14/12/1983
0.475,5.838709677,2.585,15/12/1983
1.34125,5.838709677,2.357,16/12/1983
6.315,5.838709677,2.24,17/12/1983
3.7075,5.838709677,2.309,18/12/1983
0.24,5.838709677,1.945,19/12/1983
0,5.838709677,1.753,20/12/1983
0,5.838709677,1.618,21/12/1983
0,5.838709677,1.533,22/12/1983
0,5.838709677,1.444,23/12/1983
0,5.838709677,1.352,24/12/1983
0,5.838709677,1.28,25/12/1983
3.525,5.838709677,1.196,26/12/1983
32.44,5.838709677,1.393,27/12/1983
37.32625,5.838709677,34.375,28/12/1983
94.01625,5.838709677,12.842,29/12/1983
67.335,5.838709677,35.046,30/12/1983
15.375,5.838709677,18.06,31/12/1983
5.3375,5.548387097,10.915, 1/01/1984
5.2025,5.548387097,8.065, 2/01/1984
2.7375,5.548387097,6.392, 3/01/1984
36.28375,5.548387097,7.436, 4/01/1984
34.61875,5.548387097,22.247, 5/01/1984
7.89125,5.548387097,13.552, 6/01/1984
0.17875,5.548387097,8.785, 7/01/1984
0.15125,5.548387097,6.615, 8/01/1984
7.4475,5.548387097,5.637, 9/01/1984
7.0125,5.548387097,4.805,10/01/1984
1.54125,5.548387097,4.162,11/01/1984
0,5.548387097,3.714,12/01/1984
0.85,5.548387097,3.351,13/01/1984
4.16,5.548387097,3.096,14/01/1984
13.14,5.548387097,3.158,15/01/1984
6.6075,5.548387097,3.866,16/01/1984
11.785,5.548387097,3.55,17/01/1984
22.52,5.548387097,4.225,18/01/1984
9.39625,5.548387097,6.394,19/01/1984
0.07125,5.548387097,4.225,20/01/1984
0,5.548387097,3.433,21/01/1984
2.8125,5.548387097,3.002,22/01/1984
1.6875,5.548387097,2.798,23/01/1984
0.325,5.548387097,2.593,24/01/1984
0.30125,5.548387097,2.279,25/01/1984
0.20125,5.548387097,2.067,26/01/1984
19.8325,5.548387097,1.983,27/01/1984
69.925,5.548387097,14.708,28/01/1984
59.66375,5.548387097,53.289,29/01/1984
17.21,5.548387097,19.619,30/01/1984
5.7225,5.548387097,10.462,31/01/1984
7.055,5.068965517,7.796, 1/02/1984
2.6925,5.068965517,6.128, 2/02/1984
0.53625,5.068965517,5.084, 3/02/1984
0.315,5.068965517,4.385, 4/02/1984
0,5.068965517,3.903, 5/02/1984
0,5.068965517,3.443, 6/02/1984
0,5.068965517,3.141, 7/02/1984
0,5.068965517,2.864, 8/02/1984
0,5.068965517,2.59, 9/02/1984
0.575,5.068965517,2.394,10/02/1984
0.35125,5.068965517,2.303,11/02/1984
2.81625,5.068965517,2.154,12/02/1984
1.69375,5.068965517,1.935,13/02/1984
3.2475,5.068965517,1.779,14/02/1984
3.44,5.068965517,1.686,15/02/1984
5.69625,5.068965517,1.623,16/02/1984
7.04875,5.068965517,1.602,17/02/1984
16.2075,5.068965517,1.61,18/02/1984
13.98625,5.068965517,1.65,19/02/1984
20.8575,5.068965517,2.871,20/02/1984
14.25875,5.068965517,2.8,21/02/1984
13.20375,5.068965517,2.208,22/02/1984
13.39125,5.068965517,4.833,23/02/1984
4.7,5.068965517,2.94,24/02/1984
2.225,5.068965517,2.285,25/02/1984
35.4525,5.068965517,2.161,26/02/1984
29.105,5.068965517,8.689,27/02/1984
10.8975,5.068965517,7.23,28/02/1984
5.12,5.068965517,4.842,29/02/1984
1.41125,4.580645161,3.876, 1/03/1984
1.0925,4.580645161,3.284, 2/03/1984
0.5275,4.580645161,2.873, 3/03/1984
0.365,4.580645161,2.496, 4/03/1984
0.86,4.580645161,2.261, 5/03/1984
0.39,4.580645161,2.063, 6/03/1984
0,4.580645161,1.897, 7/03/1984
0.98125,4.580645161,1.735, 8/03/1984
2.195,4.580645161,1.643, 9/03/1984
1.30125,4.580645161,1.617,10/03/1984
2.23375,4.580645161,1.531,11/03/1984
1.24375,4.580645161,1.44,12/03/1984
0.24625,4.580645161,1.36,13/03/1984
0.96375,4.580645161,1.301,14/03/1984
0.495,4.580645161,1.27,15/03/1984
0,4.580645161,1.187,16/03/1984
0.2375,4.580645161,1.131,17/03/1984
0.14875,4.580645161,1.095,18/03/1984
0.00375,4.580645161,1.048,19/03/1984
2.08125,4.580645161,0.985,20/03/1984
15.18,4.580645161,0.967,21/03/1984
41.965,4.580645161,0.953,22/03/1984
46.045,4.580645161,6.02,23/03/1984
16.06,4.580645161,26.455,24/03/1984
0.31875,4.580645161,6.054,25/03/1984
0.0125,4.580645161,3.934,26/03/1984
0.0075,4.580645161,2.991,27/03/1984
0,4.580645161,2.397,28/03/1984
0,4.580645161,2.104,29/03/1984
0,4.580645161,1.905,30/03/1984
0,4.580645161,1.744,31/03/1984
5.85625,3.433333333,1.63, 1/04/1984
3.51375,3.433333333,1.58, 2/04/1984
0,3.433333333,1.494, 3/04/1984
0.35,3.433333333,1.416, 4/04/1984
1.80375,3.433333333,1.358, 5/04/1984
5.3875,3.433333333,1.379, 6/04/1984
64.92125,3.433333333,1.785, 7/04/1984
135.6825,3.433333333,133.74, 8/04/1984
88.36375,3.433333333,181.938, 9/04/1984
24.4525,3.433333333,57.802,10/04/1984
122.1425,3.433333333,26.081,11/04/1984
71.77,3.433333333,16.637,12/04/1984
2.20375,3.433333333,11.842,13/04/1984
1.495,3.433333333,9.155,14/04/1984
3.82,3.433333333,7.329,15/04/1984
2.70125,3.433333333,6.526,16/04/1984
4.86875,3.433333333,5.743,17/04/1984
7.46375,3.433333333,5.29,18/04/1984
2.85375,3.433333333,4.915,19/04/1984
0.325,3.433333333,4.323,20/04/1984
1.57625,3.433333333,3.934,21/04/1984
0.82875,3.433333333,3.634,22/04/1984
0,3.433333333,3.305,23/04/1984
0,3.433333333,3.065,24/04/1984
0,3.433333333,2.816,25/04/1984
0,3.433333333,2.6,26/04/1984
0,3.433333333,2.429,27/04/1984
0,3.433333333,2.243,28/04/1984
1.94375,3.433333333,2.085,29/04/1984
1.49125,3.433333333,2.013,30/04/1984
0.195,2.290322581,1.901, 1/05/1984
0,2.290322581,1.805, 2/05/1984
0,2.290322581,1.694, 3/05/1984
0,2.290322581,1.63, 4/05/1984
0,2.290322581,1.57, 5/05/1984
0,2.290322581,1.51, 6/05/1984
0,2.290322581,1.448, 7/05/1984
0,2.290322581,1.376, 8/05/1984
0,2.290322581,1.321, 9/05/1984
0,2.290322581,1.26,10/05/1984
0.3375,2.290322581,1.235,11/05/1984
0.2025,2.290322581,1.213,12/05/1984
0,2.290322581,1.161,13/05/1984
0,2.290322581,1.126,14/05/1984
0,2.290322581,1.107,15/05/1984
0.225,2.290322581,1.052,16/05/1984
34.40375,2.290322581,1.137,17/05/1984
28.68,2.290322581,3.197,18/05/1984
16.2025,2.290322581,2.072,19/05/1984
16.0175,2.290322581,1.623,20/05/1984
7.51875,2.290322581,3.842,21/05/1984
2.77375,2.290322581,2.408,22/05/1984
0.94875,2.290322581,1.902,23/05/1984
0,2.290322581,1.622,24/05/1984
0,2.290322581,1.441,25/05/1984
0,2.290322581,1.324,26/05/1984
0,2.290322581,1.248,27/05/1984
2.5375,2.290322581,1.203,28/05/1984
2.31,2.290322581,1.223,29/05/1984
5.60375,2.290322581,1.198,30/05/1984
3.25375,2.290322581,1.184,31/05/1984
0.105,1.8,1.12, 1/06/1984
0,1.8,1.061, 2/06/1984
0,1.8,1.019, 3/06/1984
3.05,1.8,0.964, 4/06/1984
4.4675,1.8,0.951, 5/06/1984
2.52625,1.8,0.95, 6/06/1984
1.67875,1.8,0.949, 7/06/1984
0.6675,1.8,0.943, 8/06/1984
0.35625,1.8,0.887, 9/06/1984
3.945,1.8,0.848,10/06/1984
4.07625,1.8,0.836,11/06/1984
1.63375,1.8,0.841,12/06/1984
3.6375,1.8,0.85,13/06/1984
4.035,1.8,0.825,14/06/1984
4.81375,1.8,0.862,15/06/1984
21.23375,1.8,1.307,16/06/1984
85.4675,1.8,5.111,17/06/1984
80.88,1.8,150.865,18/06/1984
21.88125,1.8,23.162,19/06/1984
0,1.8,9.205,20/06/1984
0,1.8,5.957,21/06/1984
0,1.8,4.607,22/06/1984
0,1.8,3.902,23/06/1984
0,1.8,3.384,24/06/1984
6.21875,1.8,2.999,25/06/1984
3.73125,1.8,2.941,26/06/1984
0,1.8,2.611,27/06/1984
0,1.8,2.322,28/06/1984
0,1.8,2.087,29/06/1984
0,1.8,1.901,30/06/1984
0,1.774193548,1.776, 1/07/1984
0,1.774193548,1.688, 2/07/1984
0,1.774193548,1.605, 3/07/1984
0,1.774193548,1.492, 4/07/1984
0,1.774193548,1.432, 5/07/1984
0,1.774193548,1.38, 6/07/1984
0,1.774193548,1.325, 7/07/1984
0,1.774193548,1.281, 8/07/1984
0,1.774193548,1.22, 9/07/1984
0,1.774193548,1.177,10/07/1984
0,1.774193548,1.143,11/07/1984
0.33125,1.774193548,1.093,12/07/1984
5.88,1.774193548,1.046,13/07/1984
17.415,1.774193548,1.135,14/07/1984
9.9225,1.774193548,1.404,15/07/1984
3.18,1.774193548,1.217,16/07/1984
3.13,1.774193548,1.074,17/07/1984
1.06125,1.774193548,1.014,18/07/1984
0,1.774193548,0.965,19/07/1984
0,1.774193548,0.903,20/07/1984
0.34375,1.774193548,0.847,21/07/1984
3.1,1.774193548,0.828,22/07/1984
3.01125,1.774193548,0.913,23/07/1984
1.50875,1.774193548,0.852,24/07/1984
6.72125,1.774193548,0.81,25/07/1984
21.25875,1.774193548,2.384,26/07/1984
49.69625,1.774193548,29.107,27/07/1984
23.52,1.774193548,8.293,28/07/1984
0,1.774193548,4.153,29/07/1984
0,1.774193548,3.007,30/07/1984
0,1.774193548,2.45,31/07/1984
0.3375,2.225806452,2.096, 1/08/1984
0.53375,2.225806452,1.868, 2/08/1984
0.7925,2.225806452,1.743, 3/08/1984
0.68125,2.225806452,1.639, 4/08/1984
0.195,2.225806452,1.554, 5/08/1984
0,2.225806452,1.492, 6/08/1984
0,2.225806452,1.435, 7/08/1984
0,2.225806452,1.344, 8/08/1984
0.69375,2.225806452,1.287, 9/08/1984
7.4725,2.225806452,1.254,10/08/1984
4.23375,2.225806452,1.389,11/08/1984
0.1125,2.225806452,1.174,12/08/1984
0.0675,2.225806452,1.091,13/08/1984
0,2.225806452,1.036,14/08/1984
0,2.225806452,0.985,15/08/1984
0,2.225806452,0.946,16/08/1984
0.00625,2.225806452,0.918,17/08/1984
0.00375,2.225806452,0.882,18/08/1984
0,2.225806452,0.839,19/08/1984
0.70625,2.225806452,0.8,20/08/1984
0.42375,2.225806452,0.789,21/08/1984
0,2.225806452,0.764,22/08/1984
0,2.225806452,0.721,23/08/1984
0,2.225806452,0.706,24/08/1984
0,2.225806452,0.673,25/08/1984
0,2.225806452,0.655,26/08/1984
0,2.225806452,0.621,27/08/1984
0,2.225806452,0.614,28/08/1984
0,2.225806452,0.595,29/08/1984
0,2.225806452,0.585,30/08/1984
0,2.225806452,0.572,31/08/1984
1.29375,3.233333333,0.562, 1/09/1984
0.77625,3.233333333,0.548, 2/09/1984
0,3.233333333,0.54, 3/09/1984
1.31875,3.233333333,0.521, 4/09/1984
0.7975,3.233333333,0.519, 5/09/1984
0.00375,3.233333333,0.518, 6/09/1984
0,3.233333333,0.495, 7/09/1984
0,3.233333333,0.472, 8/09/1984
0,3.233333333,0.45, 9/09/1984
0,3.233333333,0.446,10/09/1984
0,3.233333333,0.438,11/09/1984
4.93125,3.233333333,0.43,12/09/1984
7.765,3.233333333,0.429,13/09/1984
5.0525,3.233333333,0.51,14/09/1984
1.92625,3.233333333,0.542,15/09/1984
1.80625,3.233333333,0.482,16/09/1984
1.515,3.233333333,0.48,17/09/1984
0.39375,3.233333333,0.471,18/09/1984
0,3.233333333,0.412,19/09/1984
0,3.233333333,0.38,20/09/1984
0,3.233333333,0.368,21/09/1984
0,3.233333333,0.367,22/09/1984
0,3.233333333,0.353,23/09/1984
0,3.233333333,0.338,24/09/1984
0,3.233333333,0.323,25/09/1984
0,3.233333333,0.31,26/09/1984
0,3.233333333,0.306,27/09/1984
0,3.233333333,0.3,28/09/1984
0,3.233333333,0.3,29/09/1984
1.5625,3.233333333,0.288,30/09/1984
0.9375,4.516129032,0.28, 1/10/1984
0,4.516129032,0.28, 2/10/1984
0,4.516129032,0.277, 3/10/1984
1.375,4.516129032,0.281, 4/10/1984
39.85625,4.516129032,0.32, 5/10/1984
30.7375,4.516129032,0.581, 6/10/1984
4.82875,4.516129032,0.584, 7/10/1984
0.375,4.516129032,0.412, 8/10/1984
0.0675,4.516129032,0.343, 9/10/1984
0,4.516129032,0.318,10/10/1984
0,4.516129032,0.298,11/10/1984
0,4.516129032,0.283,12/10/1984
0,4.516129032,0.275,13/10/1984
0,4.516129032,0.27,14/10/1984
0,4.516129032,0.251,15/10/1984
2.45,4.516129032,0.241,16/10/1984
1.53875,4.516129032,0.247,17/10/1984
2.34125,4.516129032,0.245,18/10/1984
15.6675,4.516129032,0.313,19/10/1984
11.11,4.516129032,0.383,20/10/1984
6.985,4.516129032,0.375,21/10/1984
19.94625,4.516129032,0.531,22/10/1984
10.8325,4.516129032,0.702,23/10/1984
0.49875,4.516129032,0.447,24/10/1984
0,4.516129032,0.341,25/10/1984
0.98125,4.516129032,0.302,26/10/1984
2.10125,4.516129032,0.29,27/10/1984
2.15125,4.516129032,0.278,28/10/1984
15.74625,4.516129032,0.284,29/10/1984
50.3875,4.516129032,4.519,30/10/1984
102.11375,4.516129032,92.628,31/10/1984
157.09375,5.2,75.257, 1/11/1984
67.135,5.2,14.858, 2/11/1984
4.5325,5.2,7.297, 3/11/1984
11.1925,5.2,5.048, 4/11/1984
6.65375,5.2,6.785, 5/11/1984
4.76375,5.2,5.414, 6/11/1984
13.20375,5.2,4.085, 7/11/1984
6.51375,5.2,3.727, 8/11/1984
0,5.2,2.971, 9/11/1984
0.05,5.2,2.576,10/11/1984
0.63625,5.2,2.293,11/11/1984
15.78875,5.2,3.368,12/11/1984
9.255,5.2,4.125,13/11/1984
0,5.2,2.61,14/11/1984
4.35625,5.2,2.233,15/11/1984
4.42,5.2,2.268,16/11/1984
1.08375,5.2,2.033,17/11/1984
2.4875,5.2,1.753,18/11/1984
1.4925,5.2,1.596,19/11/1984
0,5.2,1.487,20/11/1984
0,5.2,1.384,21/11/1984
0,5.2,1.296,22/11/1984
0.00625,5.2,1.239,23/11/1984
0.29125,5.2,1.188,24/11/1984
6.66625,5.2,1.106,25/11/1984
3.89625,5.2,1.146,26/11/1984
0,5.2,1.09,27/11/1984
0,5.2,1.013,28/11/1984
0.59375,5.2,0.929,29/11/1984
0.35625,5.2,0.881,30/11/1984
3.8,5.838709677,0.982, 1/12/1984
2.28,5.838709677,0.934, 2/12/1984
0,5.838709677,0.816, 3/12/1984
0,5.838709677,0.786, 4/12/1984
0,5.838709677,0.721, 5/12/1984
0,5.838709677,0.674, 6/12/1984
2.56875,5.838709677,0.65, 7/12/1984
2.6975,5.838709677,0.675, 8/12/1984
0.69375,5.838709677,0.665, 9/12/1984
3.025,5.838709677,0.63,10/12/1984
14.48375,5.838709677,0.696,11/12/1984
7.60125,5.838709677,0.959,12/12/1984
0,5.838709677,0.732,13/12/1984
1.35625,5.838709677,0.619,14/12/1984
0.82,5.838709677,0.585,15/12/1984
0.00375,5.838709677,0.539,16/12/1984
0,5.838709677,0.495,17/12/1984
0,5.838709677,0.466,18/12/1984
0,5.838709677,0.455,19/12/1984
2.45625,5.838709677,0.435,20/12/1984
1.47375,5.838709677,0.398,21/12/1984
0,5.838709677,0.382,22/12/1984
0,5.838709677,0.368,23/12/1984
0,5.838709677,0.34,24/12/1984
0,5.838709677,0.321,25/12/1984
0,5.838709677,0.313,26/12/1984
9.53125,5.838709677,0.316,27/12/1984
15.21875,5.838709677,0.459,28/12/1984
53.0625,5.838709677,1.33,29/12/1984
30.16125,5.838709677,8.37,30/12/1984
7.02125,5.838709677,2.026,31/12/1984
6.3975,5.548387097,1.718, 1/01/1985
1.6875,5.548387097,1.07, 2/01/1985
0,5.548387097,0.789, 3/01/1985
0,5.548387097,0.662, 4/01/1985
0,5.548387097,0.587, 5/01/1985
3.5,5.548387097,0.553, 6/01/1985
2.1,5.548387097,0.543, 7/01/1985
7.15625,5.548387097,0.501, 8/01/1985
5.86875,5.548387097,0.616, 9/01/1985
0.945,5.548387097,0.55,10/01/1985
0.325,5.548387097,0.454,11/01/1985
0.195,5.548387097,0.411,12/01/1985
0,5.548387097,0.375,13/01/1985
0,5.548387097,0.347,14/01/1985
0,5.548387097,0.331,15/01/1985
0,5.548387097,0.313,16/01/1985
0,5.548387097,0.303,17/01/1985
10.2,5.548387097,0.294,18/01/1985
6.12,5.548387097,0.477,19/01/1985
0,5.548387097,0.412,20/01/1985
0,5.548387097,0.341,21/01/1985
0,5.548387097,0.295,22/01/1985
8.28125,5.548387097,0.299,23/01/1985
7.44375,5.548387097,0.417,24/01/1985
5.71625,5.548387097,0.348,25/01/1985
4.8325,5.548387097,0.491,26/01/1985
1.37625,5.548387097,0.483,27/01/1985
0,5.548387097,0.38,28/01/1985
0,5.548387097,0.321,29/01/1985
0,5.548387097,0.275,30/01/1985
1.4,5.548387097,0.259,31/01/1985
12.34,5.25,0.253, 1/02/1985
7.0125,5.25,0.46, 2/02/1985
0.67375,5.25,0.524, 3/02/1985
1.65125,5.25,0.353, 4/02/1985
6.25375,5.25,0.302, 5/02/1985
3.97625,5.25,0.326, 6/02/1985
2.35625,5.25,0.311, 7/02/1985
17.635,5.25,0.522, 8/02/1985
12.55625,5.25,1.13, 9/02/1985
6.805,5.25,0.655,10/02/1985
5.42,5.25,0.528,11/02/1985
6.18625,5.25,0.546,12/02/1985
2.88375,5.25,0.498,13/02/1985
1.51875,5.25,0.413,14/02/1985
1.16125,5.25,0.355,15/02/1985
8.65625,5.25,0.321,16/02/1985
10.35375,5.25,0.306,17/02/1985
18.4,5.25,0.481,18/02/1985
32.36875,5.25,1.977,19/02/1985
29.8125,5.25,7.969,20/02/1985
93.30375,5.25,16.284,21/02/1985
54.88375,5.25,51.669,22/02/1985
6.38375,5.25,11.132,23/02/1985
2.96125,5.25,6.106,24/02/1985
6.26375,5.25,4.22,25/02/1985
6.65375,5.25,3.225,26/02/1985
1.90875,5.25,3.825,27/02/1985
1.85,5.25,2.764,28/02/1985
1.11,4.580645161,2.453, 1/03/1985
0,4.580645161,2.112, 2/03/1985
0,4.580645161,1.821, 3/03/1985
0,4.580645161,1.633, 4/03/1985
2.00625,4.580645161,1.518, 5/03/1985
59.585,4.580645161,1.494, 6/03/1985
41.81,4.580645161,14.86, 7/03/1985
42.04375,4.580645161,7.369, 8/03/1985
70.5225,4.580645161,37.208, 9/03/1985
32.605,4.580645161,36.423,10/03/1985
3.23375,4.580645161,15.157,11/03/1985
5.045,4.580645161,9.235,12/03/1985
6.9375,4.580645161,7.497,13/03/1985
9.11875,4.580645161,6.229,14/03/1985
4.1775,4.580645161,5.226,15/03/1985
0.46,4.580645161,4.4,16/03/1985
0.6075,4.580645161,3.815,17/03/1985
1.02875,4.580645161,3.398,18/03/1985
6.56875,4.580645161,3.061,19/03/1985
8.74125,4.580645161,3.152,20/03/1985
27.88,4.580645161,3.488,21/03/1985
17.06125,4.580645161,9.134,22/03/1985
5.50375,4.580645161,5.463,23/03/1985
2.98,4.580645161,4.457,24/03/1985
5.7925,4.580645161,3.804,25/03/1985
4.03625,4.580645161,3.514,26/03/1985
11.15375,4.580645161,3.328,27/03/1985
8.4875,4.580645161,3.672,28/03/1985
3.37125,4.580645161,3.16,29/03/1985
6.32625,4.580645161,2.911,30/03/1985
8.445,4.580645161,2.988,31/03/1985
4.96375,3.433333333,3.826, 1/04/1985
3.1025,3.433333333,3.655, 2/04/1985
20.82,3.433333333,9.575, 3/04/1985
11.745,3.433333333,10.958, 4/04/1985
0,3.433333333,5.743, 5/04/1985
0,3.433333333,4.479, 6/04/1985
0,3.433333333,3.804, 7/04/1985
2.31875,3.433333333,3.356, 8/04/1985
1.39125,3.433333333,3.038, 9/04/1985
2.46875,3.433333333,2.825,10/04/1985
3.7,3.433333333,2.772,11/04/1985
1.33125,3.433333333,2.502,12/04/1985
0,3.433333333,2.316,13/04/1985
0,3.433333333,2.137,14/04/1985
0,3.433333333,2.014,15/04/1985
0,3.433333333,1.865,16/04/1985
0,3.433333333,1.751,17/04/1985
0,3.433333333,1.66,18/04/1985
0.59375,3.433333333,1.561,19/04/1985
0.35625,3.433333333,1.476,20/04/1985
5.75625,3.433333333,1.433,21/04/1985
16.7475,3.433333333,1.565,22/04/1985
33.2325,3.433333333,3.012,23/04/1985
63.11625,3.433333333,18.552,24/04/1985
30.9775,3.433333333,23.481,25/04/1985
2.3075,3.433333333,11.213,26/04/1985
0.61125,3.433333333,7.145,27/04/1985
2.53,3.433333333,5.313,28/04/1985
9.4175,3.433333333,4.394,29/04/1985
10.38125,3.433333333,4.453,30/04/1985
10.03875,2.290322581,4.538, 1/05/1985
22.625,2.290322581,4.208, 2/05/1985
22.81,2.290322581,9.323, 3/05/1985
8.385,2.290322581,21.711, 4/05/1985
19.58125,2.290322581,12.31, 5/05/1985
11.2425,2.290322581,8.227, 6/05/1985
0.325,2.290322581,6.365, 7/05/1985
0.195,2.290322581,5.238, 8/05/1985
0.05,2.290322581,4.415, 9/05/1985
2.505,2.290322581,3.905,10/05/1985
4.8975,2.290322581,4.879,11/05/1985
14.79125,2.290322581,5.803,12/05/1985
38.8775,2.290322581,9.562,13/05/1985
20.0075,2.290322581,8.474,14/05/1985
3.22375,2.290322581,6.395,15/05/1985
1.4775,2.290322581,5.278,16/05/1985
0,2.290322581,4.58,17/05/1985
0.20625,2.290322581,4.044,18/05/1985
14.8425,2.290322581,4.114,19/05/1985
8.83125,2.290322581,4.439,20/05/1985
0.40625,2.290322581,3.412,21/05/1985
5.38125,2.290322581,3.085,22/05/1985
6.22,2.290322581,3.142,23/05/1985
2.345,2.290322581,2.929,24/05/1985
2.7775,2.290322581,2.755,25/05/1985
14.15625,2.290322581,2.675,26/05/1985
24.31875,2.290322581,7.681,27/05/1985
20.36,2.290322581,8.155,28/05/1985
9.86375,2.290322581,6.749,29/05/1985
2.55125,2.290322581,6.105,30/05/1985
0.21,2.290322581,4.993,31/05/1985
0,1.8,4.249, 1/06/1985
0.44375,1.8,3.786, 2/06/1985
27.46625,1.8,5.042, 3/06/1985
16.32,1.8,9.037, 4/06/1985
0,1.8,5.464, 5/06/1985
0,1.8,4.404, 6/06/1985
5.69375,1.8,3.827, 7/06/1985
7.385,1.8,3.836, 8/06/1985
2.70625,1.8,3.496, 9/06/1985
0.5325,1.8,3.139,10/06/1985
0.2025,1.8,2.91,11/06/1985
0,1.8,2.68,12/06/1985
0,1.8,2.49,13/06/1985
0,1.8,2.353,14/06/1985
0,1.8,2.217,15/06/1985
0,1.8,2.119,16/06/1985
2.13125,1.8,2,17/06/1985
1.27875,1.8,1.967,18/06/1985
0,1.8,1.851,19/06/1985
0,1.8,1.756,20/06/1985
0,1.8,1.646,21/06/1985
0,1.8,1.558,22/06/1985
0,1.8,1.492,23/06/1985
0,1.8,1.441,24/06/1985
0,1.8,1.367,25/06/1985
0,1.8,1.316,26/06/1985
0,1.8,1.26,27/06/1985
0,1.8,1.216,28/06/1985
1.03125,1.8,1.171,29/06/1985
4.225,1.8,1.142,30/06/1985
3.06375,1.774193548,1.136, 1/07/1985
7.19,1.774193548,1.133, 2/07/1985
7.54,1.774193548,1.356, 3/07/1985
2.13,1.774193548,1.348, 4/07/1985
0,1.774193548,1.134, 5/07/1985
0.5875,1.774193548,1.05, 6/07/1985
6.92125,1.774193548,1.019, 7/07/1985
57.16625,1.774193548,1.629, 8/07/1985
85.95375,1.774193548,97.698, 9/07/1985
32.41125,1.774193548,10.868,10/07/1985
0.175,1.774193548,6.039,11/07/1985
0.105,1.774193548,4.33,12/07/1985
