"data for Bass_river(wet)" 
1.0  ! stepsize (days) 
ST1: 8035 time steps 
ST2 
ST3 
*  ! list directed format ok here 
Rain (mm),ET(mm),Runoff (mm/day),Date
76.42625,4.580645161,26.133,24/03/1988
64.28875,4.580645161,53.096,25/03/1988
14.32375,4.580645161,17.568,26/03/1988
1.35625,4.580645161,9.847,27/03/1988
0.175,4.580645161,6.971,28/03/1988
0.015,4.580645161,5.407,29/03/1988
0,4.580645161,4.314,30/03/1988
42.76875,4.580645161,4.935,31/03/1988
49.855,3.433333333,23.466, 1/04/1988
25.01,3.433333333,26.371, 2/04/1988
113.7775,3.433333333,73.373, 3/04/1988
95.5325,3.433333333,122.017, 4/04/1988
65.93875,3.433333333,143.329, 5/04/1988
189.125,3.433333333,166.442, 6/04/1988
104.32375,3.433333333,126.729, 7/04/1988
5.22875,3.433333333,32.487, 8/04/1988
42.7375,3.433333333,22.609, 9/04/1988
63.03125,3.433333333,70.233,10/04/1988
76.8975,3.433333333,210.811,11/04/1988
164.70125,3.433333333,132.508,12/04/1988
80.44,3.433333333,42.442,13/04/1988
0.7125,3.433333333,24.046,14/04/1988
0,3.433333333,17.135,15/04/1988
3.475,3.433333333,13.005,16/04/1988
14.41625,3.433333333,10.746,17/04/1988
8.51125,3.433333333,10.374,18/04/1988
3.9175,3.433333333,8.552,19/04/1988
2.0625,3.433333333,7.293,20/04/1988
0.13625,3.433333333,6.18,21/04/1988
0.04125,3.433333333,5.381,22/04/1988
0,3.433333333,4.7,23/04/1988
0.0125,3.433333333,4.129,24/04/1988
0.0075,3.433333333,3.728,25/04/1988
2.8875,3.433333333,3.372,26/04/1988
5.0825,3.433333333,3.19,27/04/1988
4.4475,3.433333333,3.31,28/04/1988
1.69375,3.433333333,2.817,29/04/1988
0.1825,3.433333333,2.558,30/04/1988
0.02625,2.290322581,2.35, 1/05/1988
0,2.290322581,2.205, 2/05/1988
0.78125,2.290322581,2.109, 3/05/1988
1.85,2.290322581,2.009, 4/05/1988
0.82875,2.290322581,1.886, 5/05/1988
0,2.290322581,1.809, 6/05/1988
0,2.290322581,1.731, 7/05/1988
0,2.290322581,1.663, 8/05/1988
0,2.290322581,1.59, 9/05/1988
0,2.290322581,1.528,10/05/1988
0.4375,2.290322581,1.46,11/05/1988
4.625,2.290322581,1.394,12/05/1988
5.46125,2.290322581,1.374,13/05/1988
3.15,2.290322581,1.391,14/05/1988
1.3975,2.290322581,1.349,15/05/1988
0.31875,2.290322581,1.281,16/05/1988
0.6375,2.290322581,1.209,17/05/1988
1.45125,2.290322581,1.221,18/05/1988
0.64125,2.290322581,1.181,19/05/1988
0,2.290322581,1.087,20/05/1988
0,2.290322581,1.046,21/05/1988
0,2.290322581,0.997,22/05/1988
0,2.290322581,0.969,23/05/1988
0,2.290322581,0.942,24/05/1988
2.9625,2.290322581,0.888,25/05/1988
1.7775,2.290322581,0.87,26/05/1988
0.00625,2.290322581,0.863,27/05/1988
0.00375,2.290322581,0.838,28/05/1988
0.26875,2.290322581,0.787,29/05/1988
4.57375,2.290322581,0.743,30/05/1988
2.87875,2.290322581,0.778,31/05/1988
12.75125,1.8,0.806, 1/06/1988
17.58,1.8,0.932, 2/06/1988
21.4575,1.8,1.493, 3/06/1988
48.545,1.8,2.467, 4/06/1988
76.25875,1.8,64.934, 5/06/1988
31.61625,1.8,13.709, 6/06/1988
0,1.8,6.576, 7/06/1988
0,1.8,4.419, 8/06/1988
0.8875,1.8,3.507, 9/06/1988
0.5325,1.8,2.949,10/06/1988
0,1.8,2.56,11/06/1988
0,1.8,2.305,12/06/1988
0,1.8,2.111,13/06/1988
0,1.8,1.961,14/06/1988
0.33125,1.8,1.854,15/06/1988
32.93,1.8,2.657,16/06/1988
19.63875,1.8,5.534,17/06/1988
0,1.8,2.679,18/06/1988
0,1.8,2.205,19/06/1988
0,1.8,1.946,20/06/1988
0,1.8,1.802,21/06/1988
0,1.8,1.694,22/06/1988
4.2375,1.8,1.613,23/06/1988
15.11125,1.8,1.674,24/06/1988
14.59125,1.8,2.153,25/06/1988
4.3425,1.8,2.102,26/06/1988
0.0675,1.8,1.788,27/06/1988
0.01875,1.8,1.666,28/06/1988
0.01125,1.8,1.557,29/06/1988
0,1.8,1.46,30/06/1988
2.21875,1.774193548,1.391, 1/07/1988
3.50625,1.774193548,1.368, 2/07/1988
16.33,1.774193548,1.383, 3/07/1988
30.1525,1.774193548,12.76, 4/07/1988
91.63875,1.774193548,71.173, 5/07/1988
52.57375,1.774193548,55.166, 6/07/1988
3.12,1.774193548,15.102, 7/07/1988
0,1.774193548,9.71, 8/07/1988
0,1.774193548,7.154, 9/07/1988
16.6125,1.774193548,5.66,10/07/1988
23.47375,1.774193548,12.319,11/07/1988
31.8225,1.774193548,27.081,12/07/1988
15.3,1.774193548,15.678,13/07/1988
0.64125,1.774193548,10.137,14/07/1988
0,1.774193548,7.674,15/07/1988
0,1.774193548,6.258,16/07/1988
0,1.774193548,5.262,17/07/1988
0,1.774193548,4.506,18/07/1988
0,1.774193548,4.001,19/07/1988
0,1.774193548,3.58,20/07/1988
4.76875,1.774193548,3.189,21/07/1988
7.96125,1.774193548,3.728,22/07/1988
3.06,1.774193548,2.899,23/07/1988
0,1.774193548,2.572,24/07/1988
0,1.774193548,2.398,25/07/1988
0,1.774193548,2.221,26/07/1988
0,1.774193548,2.052,27/07/1988
0,1.774193548,1.928,28/07/1988
0,1.774193548,1.838,29/07/1988
0,1.774193548,1.771,30/07/1988
0,1.774193548,1.679,31/07/1988
0.03125,2.225806452,1.605, 1/08/1988
0.01875,2.225806452,1.535, 2/08/1988
3.9125,2.225806452,1.549, 3/08/1988
2.3475,2.225806452,1.515, 4/08/1988
0,2.225806452,1.415, 5/08/1988
0,2.225806452,1.36, 6/08/1988
0,2.225806452,1.281, 7/08/1988
0,2.225806452,1.208, 8/08/1988
0,2.225806452,1.163, 9/08/1988
0,2.225806452,1.115,10/08/1988
2.2875,2.225806452,1.072,11/08/1988
2.5725,2.225806452,1.056,12/08/1988
5.42625,2.225806452,1.064,13/08/1988
13.33,2.225806452,1.393,14/08/1988
13.135,2.225806452,1.477,15/08/1988
4.09875,2.225806452,1.452,16/08/1988
0,2.225806452,1.126,17/08/1988
0,2.225806452,0.998,18/08/1988
0,2.225806452,0.948,19/08/1988
0,2.225806452,0.915,20/08/1988
0,2.225806452,0.874,21/08/1988
12.725,2.225806452,0.961,22/08/1988
17.50375,2.225806452,2.14,23/08/1988
5.92125,2.225806452,1.269,24/08/1988
0.46875,2.225806452,1.026,25/08/1988
0.60625,2.225806452,0.938,26/08/1988
7.20125,2.225806452,0.895,27/08/1988
4.20375,2.225806452,0.989,28/08/1988
0,2.225806452,0.893,29/08/1988
0,2.225806452,0.799,30/08/1988
0.00625,2.225806452,0.76,31/08/1988
0.55375,3.233333333,0.756, 1/09/1988
0.33,3.233333333,0.745, 2/09/1988
0.59375,3.233333333,0.735, 3/09/1988
0.6875,3.233333333,0.688, 4/09/1988
0.19875,3.233333333,0.649, 5/09/1988
0.8625,3.233333333,0.63, 6/09/1988
0.5175,3.233333333,0.647, 7/09/1988
0,3.233333333,0.648, 8/09/1988
0,3.233333333,0.627, 9/09/1988
0.23125,3.233333333,0.592,10/09/1988
3.11375,3.233333333,0.578,11/09/1988
3.9975,3.233333333,0.578,12/09/1988
29.28375,3.233333333,0.592,13/09/1988
132.54875,3.233333333,7.013,14/09/1988
76.765,3.233333333,74.05,15/09/1988
4.605,3.233333333,10.364,16/09/1988
0.135,3.233333333,5.16,17/09/1988
0,3.233333333,3.43,18/09/1988
0.5,3.233333333,2.654,19/09/1988
0.3,3.233333333,2.244,20/09/1988
0,3.233333333,1.974,21/09/1988
0,3.233333333,1.81,22/09/1988
0,3.233333333,1.655,23/09/1988
0,3.233333333,1.5,24/09/1988
0.00625,3.233333333,1.394,25/09/1988
0.00375,3.233333333,1.337,26/09/1988
0.79375,3.233333333,1.26,27/09/1988
0.47625,3.233333333,1.198,28/09/1988
0,3.233333333,1.119,29/09/1988
0,3.233333333,1.037,30/09/1988
0,4.516129032,0.999, 1/10/1988
0,4.516129032,0.993, 2/10/1988
0,4.516129032,0.931, 3/10/1988
0,4.516129032,0.884, 4/10/1988
0,4.516129032,0.852, 5/10/1988
0,4.516129032,0.814, 6/10/1988
0,4.516129032,0.79, 7/10/1988
10.78125,4.516129032,0.757, 8/10/1988
6.46875,4.516129032,1.001, 9/10/1988
0,4.516129032,0.824,10/10/1988
0,4.516129032,0.703,11/10/1988
0,4.516129032,0.663,12/10/1988
0,4.516129032,0.62,13/10/1988
0,4.516129032,0.6,14/10/1988
0,4.516129032,0.567,15/10/1988
0,4.516129032,0.538,16/10/1988
0,4.516129032,0.517,17/10/1988
0,4.516129032,0.488,18/10/1988
0,4.516129032,0.455,19/10/1988
0,4.516129032,0.445,20/10/1988
0,4.516129032,0.451,21/10/1988
0,4.516129032,0.425,22/10/1988
0,4.516129032,0.393,23/10/1988
1.91875,4.516129032,0.402,24/10/1988
1.4825,4.516129032,0.502,25/10/1988
0.19875,4.516129032,0.415,26/10/1988
0,4.516129032,0.392,27/10/1988
0,4.516129032,0.376,28/10/1988
0,4.516129032,0.358,29/10/1988
0,4.516129032,0.334,30/10/1988
0,4.516129032,0.31,31/10/1988
0,5.2,0.303, 1/11/1988
0,5.2,0.299, 2/11/1988
0,5.2,0.284, 3/11/1988
0.1125,5.2,0.272, 4/11/1988
10.6925,5.2,0.263, 5/11/1988
13.3875,5.2,0.298, 6/11/1988
10.11375,5.2,0.411, 7/11/1988
3.54375,5.2,0.513, 8/11/1988
0,5.2,0.421, 9/11/1988
0,5.2,0.353,10/11/1988
0.90625,5.2,0.316,11/11/1988
1.5125,5.2,0.297,12/11/1988
1.6,5.2,0.29,13/11/1988
1.28625,5.2,0.284,14/11/1988
5.0675,5.2,0.267,15/11/1988
2.91,5.2,0.273,16/11/1988
0.0675,5.2,0.273,17/11/1988
0,5.2,0.252,18/11/1988
0,5.2,0.223,19/11/1988
0,5.2,0.208,20/11/1988
0.58125,5.2,0.204,21/11/1988
0.34875,5.2,0.199,22/11/1988
0,5.2,0.183,23/11/1988
6.5125,5.2,0.223,24/11/1988
7.77625,5.2,0.339,25/11/1988
13.83375,5.2,0.455,26/11/1988
13.93875,5.2,0.72,27/11/1988
4.21875,5.2,0.575,28/11/1988
0,5.2,0.378,29/11/1988
0,5.2,0.29,30/11/1988
0,5.838709677,0.251, 1/12/1988
13.78125,5.838709677,0.243, 2/12/1988
13.30625,5.838709677,0.94, 3/12/1988
3.0225,5.838709677,0.459, 4/12/1988
0,5.838709677,0.314, 5/12/1988
1.175,5.838709677,0.251, 6/12/1988
23.13625,5.838709677,0.258, 7/12/1988
58.615,5.838709677,3.669, 8/12/1988
32.18125,5.838709677,9.69, 9/12/1988
3.0525,5.838709677,3.119,10/12/1988
5.2625,5.838709677,1.442,11/12/1988
9.995,5.838709677,1.127,12/12/1988
12.59,5.838709677,1.071,13/12/1988
14.77375,5.838709677,1.48,14/12/1988
45.765,5.838709677,1.864,15/12/1988
40.5175,5.838709677,16.543,16/12/1988
60.095,5.838709677,14.077,17/12/1988
113.00125,5.838709677,118.457,18/12/1988
63.0775,5.838709677,68.953,19/12/1988
11.29,5.838709677,23.626,20/12/1988
5.51,5.838709677,13.27,21/12/1988
4.91,5.838709677,9.091,22/12/1988
7.11625,5.838709677,6.88,23/12/1988
4.21,5.838709677,5.501,24/12/1988
6.72875,5.838709677,5.454,25/12/1988
6.085,5.838709677,4.616,26/12/1988
3.15125,5.838709677,4.847,27/12/1988
9.88125,5.838709677,4.734,28/12/1988
6.20375,5.838709677,3.635,29/12/1988
0.5425,5.838709677,3.081,30/12/1988
1.9475,5.838709677,2.645,31/12/1988
4.79125,5.548387097,2.39, 1/01/1989
6.85,5.548387097,2.388, 2/01/1989
2.9675,5.548387097,2.241, 3/01/1989
0.0975,5.548387097,1.927, 4/01/1989
0,5.548387097,1.756, 5/01/1989
8.78125,5.548387097,1.663, 6/01/1989
9.1125,5.548387097,1.938, 7/01/1989
2.30625,5.548387097,1.718, 8/01/1989
0,5.548387097,1.471, 9/01/1989
2.4625,5.548387097,1.353,10/01/1989
15.64625,5.548387097,1.428,11/01/1989
8.50125,5.548387097,2.26,12/01/1989
14.025,5.548387097,2.167,13/01/1989
11.54,5.548387097,2.272,14/01/1989
13.625,5.548387097,1.96,15/01/1989
10.74375,5.548387097,2.662,16/01/1989
2.21625,5.548387097,2.243,17/01/1989
2.725,5.548387097,1.867,18/01/1989
15.51625,5.548387097,1.928,19/01/1989
8.32875,5.548387097,3.039,20/01/1989
0.9625,5.548387097,2.109,21/01/1989
29.60875,5.548387097,1.868,22/01/1989
68.825,5.548387097,41.738,23/01/1989
38.5375,5.548387097,21.968,24/01/1989
10.24125,5.548387097,11.351,25/01/1989
10.06875,5.548387097,8.882,26/01/1989
57.035,5.548387097,8.758,27/01/1989
39.03,5.548387097,35.528,28/01/1989
8.49375,5.548387097,16.333,29/01/1989
2.9475,5.548387097,10.75,30/01/1989
5.47,5.548387097,7.861,31/01/1989
5.48875,5.25,6.522, 1/02/1989
1.74625,5.25,5.287, 2/02/1989
0.195,5.25,4.444, 3/02/1989
1.68125,5.25,3.839, 4/02/1989
13.5775,5.25,3.569, 5/02/1989
17.685,5.25,4.858, 6/02/1989
6.08625,5.25,5.43, 7/02/1989
0,5.25,3.745, 8/02/1989
0,5.25,3.187, 9/02/1989
18.58125,5.25,2.921,10/02/1989
25.53625,5.25,5.294,11/02/1989
16.8825,5.25,6.207,12/02/1989
6.675,5.25,6.258,13/02/1989
7.21625,5.25,5.034,14/02/1989
6.00875,5.25,4.409,15/02/1989
3.48,5.25,3.98,16/02/1989
3.96,5.25,3.526,17/02/1989
4.695,5.25,3.333,18/02/1989
2.93875,5.25,3.039,19/02/1989
1.825,5.25,2.734,20/02/1989
0.70125,5.25,2.522,21/02/1989
0,5.25,2.25,22/02/1989
8.08125,5.25,2.103,23/02/1989
7.74875,5.25,2.187,24/02/1989
6.18375,5.25,2.231,25/02/1989
8.90375,5.25,1.989,26/02/1989
32.46125,5.25,2.16,27/02/1989
23.775,5.25,6.676,28/02/1989
17.65125,4.580645161,8.238, 1/03/1989
16.90375,4.580645161,9.373, 2/03/1989
7.81375,4.580645161,7.841, 3/03/1989
26.4925,4.580645161,9.684, 4/03/1989
17.0425,4.580645161,15.208, 5/03/1989
1.48375,4.580645161,9.356, 6/03/1989
4.82625,4.580645161,7.203, 7/03/1989
2.8125,4.580645161,6.029, 8/03/1989
0,4.580645161,4.869, 9/03/1989
0,4.580645161,4.136,10/03/1989
0,4.580645161,3.638,11/03/1989
0,4.580645161,3.269,12/03/1989
0,4.580645161,2.92,13/03/1989
0,4.580645161,2.665,14/03/1989
8.25,4.580645161,2.46,15/03/1989
32.41875,4.580645161,3.99,16/03/1989
30.075,4.580645161,8.526,17/03/1989
15.80625,4.580645161,7.992,18/03/1989
8.165,4.580645161,7.212,19/03/1989
2.15125,4.580645161,5.586,20/03/1989
0.00375,4.580645161,4.408,21/03/1989
0,4.580645161,3.746,22/03/1989
0,4.580645161,3.298,23/03/1989
29.99375,4.580645161,4.37,24/03/1989
39.28375,4.580645161,15.45,25/03/1989
19.5975,4.580645161,13.064,26/03/1989
9.31375,4.580645161,9.29,27/03/1989
4.6125,4.580645161,7.783,28/03/1989
6.1325,4.580645161,6.237,29/03/1989
8.14625,4.580645161,5.786,30/03/1989
50.7,4.580645161,7.57,31/03/1989
128.10125,3.433333333,157.596, 1/04/1989
137.82625,3.433333333,137.713, 2/04/1989
72.93875,3.433333333,45.119, 3/04/1989
22.0525,3.433333333,28.606, 4/04/1989
7.91375,3.433333333,19.307, 5/04/1989
6.79375,3.433333333,14.471, 6/04/1989
5.07625,3.433333333,11.137, 7/04/1989
1.8025,3.433333333,9.13, 8/04/1989
3.03875,3.433333333,7.47, 9/04/1989
1.70625,3.433333333,6.275,10/04/1989
0.0125,3.433333333,5.369,11/04/1989
0.0075,3.433333333,4.633,12/04/1989
1.58125,3.433333333,4.071,13/04/1989
0.94875,3.433333333,3.684,14/04/1989
0,3.433333333,3.281,15/04/1989
0,3.433333333,3.052,16/04/1989
0,3.433333333,2.848,17/04/1989
9.5375,3.433333333,2.675,18/04/1989
6.61625,3.433333333,3.2,19/04/1989
2.87375,3.433333333,2.802,20/04/1989
3.75875,3.433333333,2.612,21/04/1989
36.4075,3.433333333,2.462,22/04/1989
48.80875,3.433333333,19.065,23/04/1989
23.74375,3.433333333,21.432,24/04/1989
72.6775,3.433333333,55.96,25/04/1989
141.16,3.433333333,156.658,26/04/1989
60.68125,3.433333333,30.357,27/04/1989
0.375,3.433333333,17.003,28/04/1989
0.00625,3.433333333,11.712,29/04/1989
3.95375,3.433333333,8.91,30/04/1989
2.395,2.290322581,7.43, 1/05/1989
3.4025,2.290322581,6.166, 2/05/1989
2.2575,2.290322581,5.526, 3/05/1989
0.135,2.290322581,4.783, 4/05/1989
1.56875,2.290322581,4.204, 5/05/1989
2.07875,2.290322581,3.722, 6/05/1989
6.995,2.290322581,3.682, 7/05/1989
6.5125,2.290322581,3.554, 8/05/1989
11.01,2.290322581,3.111, 9/05/1989
5.74375,2.290322581,3.945,10/05/1989
0.18375,2.290322581,3.067,11/05/1989
1.63625,2.290322581,2.753,12/05/1989
1.985,2.290322581,2.66,13/05/1989
7.0325,2.290322581,2.47,14/05/1989
41.075,2.290322581,10.259,15/05/1989
67.9575,2.290322581,18.585,16/05/1989
35.28375,2.290322581,70.925,17/05/1989
18.00375,2.290322581,21.28,18/05/1989
13.0475,2.290322581,13.443,19/05/1989
21.59375,2.290322581,10.278,20/05/1989
23.92875,2.290322581,19.527,21/05/1989
9.1775,2.290322581,15.334,22/05/1989
0.89625,2.290322581,10.407,23/05/1989
0,2.290322581,7.82,24/05/1989
0,2.290322581,6.409,25/05/1989
9.65,2.290322581,5.8,26/05/1989
14.13375,2.290322581,6.344,27/05/1989
10.9,2.290322581,6.23,28/05/1989
3.6675,2.290322581,5.493,29/05/1989
0.07875,2.290322581,4.67,30/05/1989
0,2.290322581,4.194,31/05/1989
0,1.8,3.682, 1/06/1989
4.79375,1.8,3.319, 2/06/1989
2.87625,1.8,3.314, 3/06/1989
0,1.8,2.863, 4/06/1989
5.89375,1.8,2.696, 5/06/1989
4.0925,1.8,2.919, 6/06/1989
0.55875,1.8,2.473, 7/06/1989
0.31,1.8,2.254, 8/06/1989
0.43,1.8,2.164, 9/06/1989
0.195,1.8,2.037,10/06/1989
0,1.8,1.894,11/06/1989
2.11875,1.8,1.809,12/06/1989
4.415,1.8,1.776,13/06/1989
1.88625,1.8,1.726,14/06/1989
0.26875,1.8,1.649,15/06/1989
2.58,1.8,1.586,16/06/1989
2.695,1.8,1.621,17/06/1989
0.74625,1.8,1.529,18/06/1989
0,1.8,1.45,19/06/1989
0,1.8,1.395,20/06/1989
4.375,1.8,1.335,21/06/1989
14.2375,1.8,1.535,22/06/1989
6.97375,1.8,1.77,23/06/1989
0.00375,1.8,1.41,24/06/1989
0,1.8,1.276,25/06/1989
0.00625,1.8,1.212,26/06/1989
5.485,1.8,1.168,27/06/1989
9.21375,1.8,1.26,28/06/1989
9.43,1.8,1.41,29/06/1989
6.93125,1.8,1.503,30/06/1989
5.1375,1.774193548,1.508, 1/07/1989
3,1.774193548,1.435, 2/07/1989
3.11125,1.774193548,1.327, 3/07/1989
1.455,1.774193548,1.349, 4/07/1989
0,1.774193548,1.227, 5/07/1989
0,1.774193548,1.113, 6/07/1989
0,1.774193548,1.051, 7/07/1989
0,1.774193548,1.011, 8/07/1989
0.825,1.774193548,0.989, 9/07/1989
0.495,1.774193548,0.984,10/07/1989
0,1.774193548,0.951,11/07/1989
0,1.774193548,0.902,12/07/1989
0,1.774193548,0.879,13/07/1989
0,1.774193548,0.852,14/07/1989
0.1125,1.774193548,0.839,15/07/1989
0.0675,1.774193548,0.834,16/07/1989
0,1.774193548,0.818,17/07/1989
0,1.774193548,0.79,18/07/1989
0,1.774193548,0.752,19/07/1989
0,1.774193548,0.722,20/07/1989
0,1.774193548,0.708,21/07/1989
0,1.774193548,0.691,22/07/1989
17.6875,1.774193548,0.735,23/07/1989
10.6125,1.774193548,1.268,24/07/1989
0.525,1.774193548,0.85,25/07/1989
13.715,1.774193548,0.778,26/07/1989
12.665,1.774193548,1.231,27/07/1989
6.2125,1.774193548,1.099,28/07/1989
2.0625,1.774193548,1.08,29/07/1989
0,1.774193548,0.941,30/07/1989
0.00625,1.774193548,0.835,31/07/1989
0.00375,2.225806452,0.78, 1/08/1989
0,2.225806452,0.722, 2/08/1989
0,2.225806452,0.691, 3/08/1989
0,2.225806452,0.675, 4/08/1989
0,2.225806452,0.65, 5/08/1989
0,2.225806452,0.617, 6/08/1989
0,2.225806452,0.582, 7/08/1989
0,2.225806452,0.56, 8/08/1989
0,2.225806452,0.54, 9/08/1989
0,2.225806452,0.522,10/08/1989
0.1125,2.225806452,0.511,11/08/1989
0.0675,2.225806452,0.5,12/08/1989
0,2.225806452,0.481,13/08/1989
0,2.225806452,0.472,14/08/1989
1.325,2.225806452,0.469,15/08/1989
1.85125,2.225806452,0.483,16/08/1989
11.8025,2.225806452,0.562,17/08/1989
32.745,2.225806452,2.108,18/08/1989
22.87625,2.225806452,2.174,19/08/1989
4.35,2.225806452,1.474,20/08/1989
0.125,2.225806452,1.194,21/08/1989
0.95625,2.225806452,0.957,22/08/1989
3.0725,2.225806452,0.879,23/08/1989
1.52625,2.225806452,0.865,24/08/1989
0,2.225806452,0.745,25/08/1989
0,2.225806452,0.686,26/08/1989
0,2.225806452,0.65,27/08/1989
0,2.225806452,0.604,28/08/1989
0,2.225806452,0.572,29/08/1989
0,2.225806452,0.547,30/08/1989
0,2.225806452,0.531,31/08/1989
0,3.233333333,0.525, 1/09/1989
0,3.233333333,0.508, 2/09/1989
0,3.233333333,0.488, 3/09/1989
7.5,3.233333333,0.486, 4/09/1989
4.5,3.233333333,0.658, 5/09/1989
0,3.233333333,0.607, 6/09/1989
0,3.233333333,0.503, 7/09/1989
0,3.233333333,0.468, 8/09/1989
0,3.233333333,0.454, 9/09/1989
0.225,3.233333333,0.44,10/09/1989
1.16,3.233333333,0.428,11/09/1989
0.615,3.233333333,0.426,12/09/1989
0,3.233333333,0.42,13/09/1989
0,3.233333333,0.407,14/09/1989
0,3.233333333,0.39,15/09/1989
0,3.233333333,0.374,16/09/1989
0,3.233333333,0.363,17/09/1989
0,3.233333333,0.356,18/09/1989
0,3.233333333,0.348,19/09/1989
0,3.233333333,0.341,20/09/1989
0,3.233333333,0.338,21/09/1989
0,3.233333333,0.334,22/09/1989
0,3.233333333,0.325,23/09/1989
0,3.233333333,0.317,24/09/1989
0,3.233333333,0.305,25/09/1989
0,3.233333333,0.296,26/09/1989
0,3.233333333,0.281,27/09/1989
0,3.233333333,0.276,28/09/1989
0,3.233333333,0.277,29/09/1989
0,3.233333333,0.274,30/09/1989
0.1125,4.516129032,0.273, 1/10/1989
0.3925,4.516129032,0.271, 2/10/1989
0.195,4.516129032,0.265, 3/10/1989
0,4.516129032,0.258, 4/10/1989
0,4.516129032,0.251, 5/10/1989
0,4.516129032,0.243, 6/10/1989
0,4.516129032,0.231, 7/10/1989
0,4.516129032,0.225, 8/10/1989
0,4.516129032,0.221, 9/10/1989
0,4.516129032,0.215,10/10/1989
0,4.516129032,0.204,11/10/1989
0,4.516129032,0.196,12/10/1989
0,4.516129032,0.189,13/10/1989
0,4.516129032,0.177,14/10/1989
4.0375,4.516129032,0.169,15/10/1989
9.8725,4.516129032,0.189,16/10/1989
4.47625,4.516129032,0.266,17/10/1989
0.00375,4.516129032,0.257,18/10/1989
0.51875,4.516129032,0.226,19/10/1989
0.31125,4.516129032,0.198,20/10/1989
0,4.516129032,0.193,21/10/1989
0,4.516129032,0.174,22/10/1989
1.63125,4.516129032,0.168,23/10/1989
0.97875,4.516129032,0.167,24/10/1989
0,4.516129032,0.164,25/10/1989
5.225,4.516129032,0.165,26/10/1989
4.435,4.516129032,0.186,27/10/1989
0.78,4.516129032,0.192,28/10/1989
0,4.516129032,0.204,29/10/1989
0,4.516129032,0.167,30/10/1989
0,4.516129032,0.146,31/10/1989
13.125,5.2,0.142, 1/11/1989
35.5875,5.2,0.243, 2/11/1989
17.3775,5.2,0.708, 3/11/1989
2.01875,5.2,0.56, 4/11/1989
1.735,5.2,0.341, 5/11/1989
17.1075,5.2,0.279, 6/11/1989
9.97875,5.2,0.583, 7/11/1989
0,5.2,0.436, 8/11/1989
5.41875,5.2,0.284, 9/11/1989
33.01375,5.2,0.388,10/11/1989
18.21375,5.2,1.429,11/11/1989
15.77,5.2,0.766,12/11/1989
9.33375,5.2,1.28,13/11/1989
0,5.2,0.611,14/11/1989
0,5.2,0.415,15/11/1989
1.89375,5.2,0.341,16/11/1989
6.28,5.2,0.3,17/11/1989
8.22375,5.2,0.359,18/11/1989
5.96375,5.2,0.463,19/11/1989
21.1725,5.2,0.529,20/11/1989
14.11,5.2,1.14,21/11/1989
1.46625,5.2,0.882,22/11/1989
0,5.2,0.586,23/11/1989
0,5.2,0.452,24/11/1989
0,5.2,0.384,25/11/1989
8.99375,5.2,0.351,26/11/1989
11.79625,5.2,0.616,27/11/1989
5.64625,5.2,0.662,28/11/1989
1.08375,5.2,0.486,29/11/1989
0,5.2,0.404,30/11/1989
0,5.838709677,0.349, 1/12/1989
0,5.838709677,0.315, 2/12/1989
7.4875,5.838709677,0.29, 3/12/1989
18.555,5.838709677,0.321, 4/12/1989
25.0375,5.838709677,1.193, 5/12/1989
15.8975,5.838709677,2.424, 6/12/1989
14.98125,5.838709677,1.904, 7/12/1989
56.67,5.838709677,11.108, 8/12/1989
31.31,5.838709677,11.18, 9/12/1989
0.85125,5.838709677,3.3,10/12/1989
0,5.838709677,2.031,11/12/1989
1.04375,5.838709677,1.559,12/12/1989
0.62625,5.838709677,1.335,13/12/1989
11.35,5.838709677,1.148,14/12/1989
8.82875,5.838709677,1.43,15/12/1989
6.21125,5.838709677,1.279,16/12/1989
6.0125,5.838709677,1.104,17/12/1989
2.47625,5.838709677,1.046,18/12/1989
0.4075,5.838709677,0.977,19/12/1989
0.00375,5.838709677,0.87,20/12/1989
1.26875,5.838709677,0.782,21/12/1989
7.64875,5.838709677,0.737,22/12/1989
5.26375,5.838709677,0.841,23/12/1989
15.11,5.838709677,9.314,24/12/1989
8.74625,5.838709677,5.56,25/12/1989
17.13375,5.838709677,2.396,26/12/1989
10.24875,5.838709677,1.89,27/12/1989
0,5.838709677,1.458,28/12/1989
0,5.838709677,1.186,29/12/1989
0,5.838709677,1.03,30/12/1989
0,5.838709677,0.935,31/12/1989
0,5.548387097,0.85, 1/01/1990
0,5.548387097,0.78, 2/01/1990
0,5.548387097,0.711, 3/01/1990
1.60625,5.548387097,0.647, 4/01/1990
2.97,5.548387097,0.629, 5/01/1990
1.20375,5.548387097,0.647, 6/01/1990
0,5.548387097,0.604, 7/01/1990
0,5.548387097,0.546, 8/01/1990
0,5.548387097,0.507, 9/01/1990
1.69375,5.548387097,0.489,10/01/1990
9.8475,5.548387097,0.592,11/01/1990
5.29875,5.548387097,0.835,12/01/1990
9.43125,5.548387097,0.621,13/01/1990
5.65875,5.548387097,0.788,14/01/1990
72.66875,5.548387097,21.171,15/01/1990
44.8825,5.548387097,21.395,16/01/1990
11.05625,5.548387097,6.438,17/01/1990
6.1725,5.548387097,4.348,18/01/1990
0,5.548387097,2.802,19/01/1990
0,5.548387097,2.199,20/01/1990
0,5.548387097,1.866,21/01/1990
9.15,5.548387097,1.762,22/01/1990
6.97125,5.548387097,1.892,23/01/1990
7.1825,5.548387097,1.615,24/01/1990
